Tên sp,Comments,Time rating,Mô tả sản phẩm,Chất lượng sản phẩm,Chất lượng vận chuyển
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Hang gửi về sài lỗi   shop nay đừng ai vào mua mua cục bin dự phòng  về  sài ko được,9/13/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: hàng về ko đúng với hình mẫu nhìn ở trong ảnh màu đen về thì màu trắng,12/25/2022,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: không giống người bán mô tảTôi đặt hàng màu đen khi nhận hàng lại màu trắng,10/26/2022,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: chất lượng ko tốtSạc điện thoại tầm 10 phút hết pin mà lúc đó sạc đầy,12/07/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: đưa sản phẩm ko đúng theo nhu cầu của khách hàngĐúng với mô tả: ko đúng hàng,11/13/2022,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"30000 pin cơ à , có khi k nổi 5k 
mà trên ảnh khác , hàng về khác , lừa",12/10/2022,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Sản phẩm k giống như quảng cáo nhận hàng còn không cho kiểm tra hàng nói chung là quá tệ,10/11/2022,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Nhanh hết pin và sạc lâu vào 
Xem xét lại và hàng chưa ok lắm vvvv
Shop bán đồ đểu",10/27/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: đúngNhưng sạc điện thoại không OK nha vì sạc được có 30 % là hết fin,01/08/2023,positive,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: không ưng sp vì pin ítPhí tiền.Sạc chưa đc 20% pin thì đã hết sạch pin,11/02/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: ko đúng giao tào laoChất lượng sản phẩm: trầy xước như qqMn đừng nên mua,8/22/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Sạc quá kém…báo 20000mah mà 100% pin sạc iphone 11 promax lên được 12% là nháy đèn hết pin…,5/26/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: quá tệĐúng với mô tả: ko sâuSạc chấp lại hết pin nhanh mà sâu nữa,05/11/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: k giống hìnhSạc đủ r mà đem đi sạc đt đc chừng 8%pin là hết,4/22/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: đồ bỏ điK như mô tả. Sạc k nổi 50% của máy iPhone 6s Plus,04/11/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Đúng với mô tả: okChat luong giong nhu mo ta
De nghi phat uy ve chat luong hang ban",3/24/2023,positive,positive,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Đúng với mô tả: khôngChất lượng sản phẩm: 0 điểmKhông đúng với ảnh , chất lượng như đặc cầu",3/19/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Treo đầu dê bán thịt chó, hàng tào lao chạy quảng cáo sai sự thật để bán cho nhanh",03/02/2023,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: Ko tốtĐúng với mô tả: Ko đúng hìnhSản phẩm kém chất lượng sạc ko lên,02/02/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: 50k như v cũng okKo đúng vs mô tả đặt màu đen giao màu trắng,12/16/2022,negative,positive,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: chưa nhận được hàng mà đã hoàn thành còn ông ship hẹn chiều này chiều kìa,01/12/2023,neutral,neutral,negative
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Sạc thì chậm.Tháo ra bên trong có 3 viên pin thì 2 viên toàn là cát.Ae ko nên mua,1/14/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Sản phẩm không đúng như quảng cáo, sạc chưa đầy điện thoại đã hết pin... Nói chung rất tệ",08/08/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Tại sao cục sạc dự phòng lại hết PIN nhanh vậy mới dùng đc 1 phút là hết PIN,10/23/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Hàng k đúng với mẫu xạc nhanh hao pin của xạc dự phòng và k lên pin cho máy,10/13/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: chất lượng kémĐặt hàng ko đúng với hình. Chất lượng sản phẩm cụng kỳ tệ,11/07/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Chất lượng sản phẩm: tệĐúng với mô tả: không đúng vs mô tả, tệKhuyến khích MN k nên mua",12/03/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Hàng giao k đúng màu pin thì sạc mấy tiếng đã hết mà sạc còn k vô. Rất tệ,12/23/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Dung lượng pin dự phòng quá yếu sạc máy được khoảng 25% là hết dung lượng pin dự phòng,10/10/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: ko đúng với mô tả sạc 1 tí đã hết pin ko nên mua nhé mn,11/12/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Giá thì 60k ae khôg nên mua 
Hàng thì khôg giống ảnh
Hangd đểu hết sức 
Giao hàng lâu",10/19/2022,negative,negative,negative
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: chánĐúng với mô tả: khôngMở ra thì thấy kết nối được 1 cục pin,6/23/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,sản pham dung nhu lonn ben trong có 1 cục pin vì 200xu t mới đánh gia 5s,6/16/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Hàng xấu, mọi người không nên mua, chui sạt chỉ có 1 loại dẹt. Không nên ham rẻ",9/27/2023,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Chất lượng sản phẩm: quá tệSạc lên đc 5% là hết , quá phế , k nên mua",8/23/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: đượcchưa dùng nên chưa biết chất lượng nhưng mà cầm thì hơi nhẹ tay,06/05/2023,neutral,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Sạc 2 phút hết pin có 2 cục nhưng nối có 1 cục ko nên mua phí tiền,5/31/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,bên nặng bên nhẹ sạc đc có 30 là hết pin sản phẩm ko chất lượng. 1 xao,5/13/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,sạc khá là lỏ sạc qua đêm đầy pin sáng sạc dùng đc 30 phút hết mẹ điện,05/08/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Ghi là 20000mah mà sạc đc có chút xíu+với vc là nó còn nhẹ nx ko nên mua,3/27/2023,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: k tốtĐúng với mô tả: k đúng với mô tảLần sau k mua nữa,3/28/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Chất lượng sản phẩm: kh tốt , sạc  chưa  đc 5p đã  hết pinĐúng với mô tả: kh đúng",3/26/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Shop bán hàng kiểu gì sạc tí là hết vừa đọc vừa sạc từ 15% lên đc 20%,3/14/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: nhanh hết pinSạc thì lên lâu nhưng dùng được 1 lúc là hết pin,03/07/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: 1 saoK như hình ảnh gửi qua . Hàng k phải mẫu yêu cầu,12/15/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: tệĐúng với mô tả: saiKém :)) cầm cục sạc như k cầm quá nhẹ.,02/12/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: tề nhẹ hiều trong đó chỉ có 1 2 cục pin. Đúng với mô tả: ko,02/04/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Sặc chả lên pin 
Bật vẫn lên những chả lên nổi % pin nào cả
quá tệ luôn",02/02/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Không giống như quảng cáo  và sạc được một lát hết pin nhanh sản phẩm này quá tệ,01/12/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: hàng ko nên dùng sạc khoảng đến 5% là hết pin hàng kém chất lượng,06/10/2022,positive,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: sản phẩm rất tệmua về chẳng sạc được nhắn shop thì cứ dạ dạ,11/26/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: lua daoĐúng với mô tả: ko đúngLừa đảo kêu sạc 5p hết bà pin,11/16/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Rất nhanh hết pin sạc đc 15p điện thoại lên đc 20% thì cục sạc hết pin :)),9/26/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Rất là tệ ko đúng hàng và lượng bin nạp vào rất ít ( chưa đến 30% bin,7/25/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Xạc khá là củ chuối xạc đc thầm 10p đến 20p đầy pin xạc đc tầm 20-30%,4/13/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Chất lượng sản phẩm: koĐúng với mô tả: okTam on ,sắt mấy A 32/dc 40p cham 
Chsn",10/28/2022,positive,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Sạc cũng bth mà nó nhanh hết pin lắm. Nhưng tiền nào của nấy hết mà mn,3/30/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Hơi tiếc là sạc có lên pin nhưng lại tụt xuống và sạc có lên nhanh chóng,10/05/2023,neutral,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Khong tot nhe moi nguoi. Sac cho dt duoc ti la het pin cua sac du phong.,9/22/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Bên trong có duy nhất 1 quả pin. Hàng rất kém! Sạc ko đc 50% pin đt.,06/01/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: màu đúng sản phẩmChất lượng sản phẩm: okMk mong làn sau tiếp tục,06/04/2023,positive,positive,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Sạc chất lượng cực kém. Sạc được 3-5% pin là cục dự phòng hết pin. 
Lừa nhau",05/10/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Sản phẩm kém chất lượng, nhanh hết pin,  mua 2 trả 1, ý kiến không trả lời",05/01/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Chất lượng sản phẩm: kémĐúng với mô tả: koNạp đt ko đc 30% pin 
50k ko đáng",05/03/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Shop làm ăn không uy tín
Đặt 2 ship 1 thu tiền 2 , và hàng nhái",4/30/2023,neutral,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: OKĐúng với mô tả: đúngSạc cx OK mà có cái pin 0 cầm,4/21/2023,positive,positive,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Tiền nào của đó... sản phẩm không giống hình shop đã đăng
Nhưng ok dùng được :D",04/11/2023,negative,positive,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: lua daoQuảng cáo sạc 30000mAh mà 100% sạc đc 20% đt thì ht,04/01/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Không giống trong ảnh pin thì nhẹ dung tích đc 2000 sạc chưa đầy đt đã hết,3/31/2023,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Ghẻ vãi 
Ai chưa mua thì đừng nên mua nha
Sạc chưa được 2phut hết mẹ rồi",3/26/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Mua về k dùg dc ms sạc 100% chưa dc 5' hết bin ,mọi ng đừg mua",03/10/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: không đúngĐúng với mô tả: sai hoàn toànSai hoàn toàn vs quản cáo,03/10/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Sản phẩm này không nên mua sạc chỉ 5p đã hết pin không đúng với sự thật,03/11/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Hàng đúng kém chất lượng sạc không vào pin..dùng khong nổi 1 lần..đúng là phí tiên mua,11/11/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Sạc như con c** 100% để từ sáng tới chiều không sạc cũng tự động hết pin,2/15/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: quá tệĐúng với mô tả: không giống như mô tả. sạc 15℅ hết pin,12/09/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Bán đúng hàng đi nhé .. sạc 30w￼ maf nhẹ sạc thì 15p hết bà pin :)),10/05/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: không dùng đượcSạc không được.mới sạc được 2% báo cục sạc hết pin,11/23/2022,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Sp k giống như mô tả , sp tệ quá , sạc k đc bao nhiu hết",01/02/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Chất lượng sản phẩm: quá tệĐúng với mô tả: ko giống hìnhKo nên mua , quá lỏ",01/07/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: okĐúng với mô tả: giao màu trắngSạc chưa đc 20p đã hết pin,11/03/2022,positive,positive,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Sạc báo đầy mà dùng 15 phút là ngừng không sạc được nữa.shop mất uy tín quá,11/03/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Pin đã hỏng 100% mà k sạc nổi 30% pin điện thoại làm ăn như con cặc,11/19/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Quá tệ.... Ảnh đăng 1 mẫu giao bán kiểu khác...
Đã thế phần sạc còn bị méo",9/23/2022,negative,neutral,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Hàng k tốt nha,đt còn 5% pin,sạc chỉ dc 30% pin là cục du phòng hết pin",06/04/2022,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,sạc kém chất lượng sạc được lúc hết pin . quá thất vọng ko nên mua,3/29/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Đúng với mô tả: cũng đượcChất lượng sản phẩm: ko t lắmSạc hơi mau hết pin,10/04/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Tê  như  cức  xạc  chưa  được  50 % bin nữa  là bin hết  sac  dự  phòng,9/27/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: tệĐúng với mô tả: đúngsạc chx đc 5’  là ht pin r,06/11/2023,positive,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Sản phẩm k tốt đang sạc tự tắt đóng hàng chưa kĩ sản phẩm k tốt,5/21/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,"Màu thì ko quan trọng, n mà xạc quá kém, vào 10% mà đã hết rồi",5/13/2023,neutral,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: Pin đẹp nhg sạc đc hơi ít dùng làm đèn pin th ,05/05/2023,positive,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: sản phẩm kém chất lượngĐúng với mô tả: không đúng như mô tả,4/26/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Hàng đểu. Sạc chưa được 10% pin đã hết điện rồi. Quảng cáo láo vớ vẩn,3/31/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Chất lượng sản phẩm: kémKhông đúng với sản phẩm nhanh hết pin nên cho 1 sao,3/18/2023,negative,negative,neutral
SẠC CỰC NHANH - PIN SẠC DỰ PHÒNG 30000MAH MẶT GƯƠNG ĐEN HUYỀN THOẠI,Hàng ko giống trên hình và pin cũng ko giống như dung lượng shop trình bày,3/22/2023,negative,neutral,neutral
Ốp Điện Thoại Màu Kẹo Trơn Hình Gấu 3D Sang Trọng Cho iPhone 7 8 14 Plus XR 11 14 12 13 Pro MAX X XS MAX,"Chất lượng sản phẩm: okĐúng với mô tả: okỐp đúng màu, mềm, so với giá quá là ok luôn ạ",01/12/2023,positive,positive,neutral
Ốp Điện Thoại Màu Kẹo Trơn Hình Gấu 3D Sang Trọng Cho iPhone 7 8 14 Plus XR 11 14 12 13 Pro MAX X XS MAX,"Chất lượng sản phẩm: đẹp dã manĐúng với mô tả: đúngGiao hàng nhanh, đóng gói tốt, đúng y hình, rất đáng mua ạ",2/13/2023,positive,positive,positive
Ốp Điện Thoại Màu Kẹo Trơn Hình Gấu 3D Sang Trọng Cho iPhone 7 8 14 Plus XR 11 14 12 13 Pro MAX X XS MAX,"Chất lượng sản phẩm: tốtĐúng với mô tả: đúng với hình ảnhVỏ ốp mềm dẻo, đúng hệt với mô tả. Gần như k có mùi gì. Khá là ok. Còn các hình sticker đính kèm là dán bằng keo trong co giãn. Tránh để trẻ con táy máy dựt là sẽ dễ bong thôi. Còn ng lớn xài thì sẽ k dễ bung. Ncl NÊN MUA",2/21/2023,positive,positive,neutral
Ốp Điện Thoại Màu Kẹo Trơn Hình Gấu 3D Sang Trọng Cho iPhone 7 8 14 Plus XR 11 14 12 13 Pro MAX X XS MAX,Đúng với mô tả: đúngỐp đẹp như hình nhưng mỗi tội cái sticker nó hay bị rơi ra vì miếng dán k chắc chắn ốp dày dặn nchung là cũng được,06/10/2023,positive,positive,neutral
Ốp Điện Thoại Màu Kẹo Trơn Hình Gấu 3D Sang Trọng Cho iPhone 7 8 14 Plus XR 11 14 12 13 Pro MAX X XS MAX,Chất lượng sản phẩm: đẹpĐúng với mô tả: đúngđẹp đúng vs mẫu hàng quốc tế nên giao hơi lau nhưng ksao ốp vẫn đẹp lần sau sẽ ủng hộ tiếp,3/28/2023,positive,positive,neutral
Ốp Điện Thoại Màu Kẹo Trơn Hình Gấu 3D Sang Trọng Cho iPhone 7 8 14 Plus XR 11 14 12 13 Pro MAX X XS MAX,"Tuy là hàng quốc tế nhưng giao cũng chỉ trong tuần, ốp mềm vào khá xinh. Có màu khác nữa thì tốt, màu này hơi chói. Cho shop 5sao",2/24/2023,neutral,positive,positive
Ốp Điện Thoại Màu Kẹo Trơn Hình Gấu 3D Sang Trọng Cho iPhone 7 8 14 Plus XR 11 14 12 13 Pro MAX X XS MAX,"Chất lượng sản phẩm: okĐúng với mô tả: okỐp đúng màu, mềm, so với giá quá là ok luôn ạ",01/12/2023,positive,positive,neutral
Ốp Điện Thoại Màu Kẹo Trơn Hình Gấu 3D Sang Trọng Cho iPhone 7 8 14 Plus XR 11 14 12 13 Pro MAX X XS MAX,"Chất lượng sản phẩm: đẹp dã manĐúng với mô tả: đúngGiao hàng nhanh, đóng gói tốt, đúng y hình, rất đáng mua ạ",2/13/2023,positive,positive,positive
